SCQ_1,SCQ_2,SCQ_3,SCQ_4,SCQ_5,SCQ_6,SCQ_7,SCQ_8,SCQ_9,SCQ_10,SCQ_11,SCQ_12,SCQ_13,SCQ_14,SCQ_15,SCQ_16,SCQ_17,SCQ_18,SCQ_19,SCQ_20,SCQ_21,SCQ_22,SCQ_23,SCQ_24,SCQ_25,SCQ_26,SCQ_27,SCQ_28,SCQ_29,SCQ_30,SCQ_31,SCQ_32,SCQ_33,SCQ_34,SCQ_35,SCQ_36,SCQ_37,SCQ_38,SCQ_39,SCQ_40,SCQ_41,SCQ_42,SCQ_43,SCQ_44,SCQ_45,SCQ_46,SCQ_47,SCQ_48,SCQ_49,age,sex
4,99,5,5,5,4,4,5,4,4,4,5,5,5,4,5,4,5,1,4,5,3,5,5,5,4,4,5,3,5,4,3,3,3,4,3,3,5,3,4,4,1,4,3,4,1,2,4,2,37,1
3,1,4,5,3,5,4,5,4,4,4,4,5,5,4,4,5,4,1,5,5,3,5,4,4,3,4,4,4,4,3,4,4,2,5,3,2,5,4,5,3,1,5,4,4,2,1,3,4,31,1
4,1,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,4,1,4,5,1,4,4,4,2,4,5,4,5,4,4,5,4,4,4,2,5,5,4,2,4,5,3,5,4,4,4,5,54,2
5,1,5,5,3,5,3,1,4,3,3,5,2,4,3,5,3,4,3,3,3,1,5,3,2,2,4,5,5,4,1,5,1,4,3,1,2,3,4,5,3,1,2,1,5,1,1,2,3,45,2
4,1,5,5,5,5,4,5,3,4,5,5,4,5,5,4,5,4,1,4,5,2,5,5,4,3,3,4,5,5,3,4,4,3,5,3,3,5,4,4,2,1,4,3,5,2,2,3,4,51,1
5,1,4,4,4,5,4,5,4,4,4,4,4,4,4,3,4,4,1,3,5,2,4,5,4,3,4,3,5,5,3,3,5,3,4,2,3,5,5,5,3,1,4,2,5,1,4,3,3,40,2
4,5,4,5,3,4,3,4,4,4,3,4,4,5,4,4,4,4,2,5,5,2,4,5,4,4,4,4,4,4,3,4,4,5,4,2,2,5,4,4,1,1,3,2,4,2,2,3,4,37,2
4,1,4,5,4,4,5,5,4,4,4,5,4,4,4,5,4,5,2,4,5,2,5,4,5,4,4,4,4,4,4,3,1,2,2,1,5,4,1,5,4,1,4,1,5,1,2,2,2,39,1
5,1,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,4,5,2,5,5,5,3,3,5,4,5,2,4,5,5,4,3,2,3,4,5,3,1,4,3,5,3,3,3,3,25,2
99,99,99,99,99,5,4,99,3,99,99,99,5,99,99,5,5,99,2,4,99,3,99,99,4,99,3,99,99,99,3,5,99,5,4,5,5,99,99,4,3,1,5,4,99,3,3,5,4,38,2
5,2,3,5,4,4,2,4,2,4,4,2,4,3,5,3,2,2,2,4,5,1,5,4,5,2,99,4,4,4,4,4,3,4,4,2,2,4,4,4,3,3,4,2,5,1,2,4,4,53,1
3,2,3,4,3,3,4,4,3,3,3,4,3,4,3,4,4,4,3,3,5,3,4,3,3,3,3,3,3,5,3,4,4,4,4,3,3,4,3,3,3,2,3,2,4,2,2,3,3,52,1
2,1,1,3,2,4,2,1,5,3,5,2,5,2,1,2,1,2,3,3,1,3,2,3,1,1,3,3,1,2,1,3,1,4,1,2,4,2,1,4,1,1,5,1,5,1,1,2,5,37,1
2,2,3,3,3,3,3,4,99,3,4,3,3,4,4,3,3,4,2,4,4,3,3,3,4,3,4,4,4,3,2,3,3,3,3,2,4,3,2,4,4,1,3,2,3,2,2,3,3,47,1
2,1,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,2,4,5,3,5,2,4,4,5,5,4,5,3,4,5,3,5,3,2,4,4,5,4,5,5,4,5,4,1,4,5,33,3
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,2,5,4,5,4,1,4,3,5,2,2,4,4,45,1
4,2,2,5,4,5,4,5,3,4,5,5,4,4,4,4,5,4,2,4,4,2,5,5,3,3,3,5,3,5,3,5,4,4,3,3,4,5,4,5,2,3,5,3,5,3,3,3,3,45,1
3,1,4,5,3,5,3,4,5,3,3,5,4,3,4,3,3,4,2,2,4,2,4,4,4,3,4,4,4,4,3,4,4,2,4,2,2,5,4,5,2,1,3,2,5,1,1,5,4,36,1
5,1,5,5,5,5,4,5,5,5,5,5,5,3,4,3,5,4,1,4,4,1,5,5,5,3,5,5,5,5,4,5,3,4,4,3,2,5,4,3,1,1,4,2,5,2,4,4,4,42,1
5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,1,5,5,5,4,5,5,5,5,4,5,4,4,5,4,1,5,5,5,2,5,5,4,5,1,4,4,4,54,1
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,1,4,3,4,3,4,4,4,49,2
4,1,4,4,4,4,3,4,4,3,5,5,4,3,4,4,3,3,4,4,4,2,3,3,4,2,4,5,4,5,3,3,2,4,3,2,3,4,4,4,4,1,4,1,5,1,3,3,3,28,1
4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,2,4,4,4,3,3,4,4,4,4,3,4,4,4,3,2,4,4,4,3,2,4,3,4,3,3,3,3,35,2
4,2,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,2,4,4,4,3,3,4,4,5,4,4,2,4,4,4,3,3,4,2,4,2,3,2,4,2,4,3,3,52,2
3,2,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,1,4,4,3,3,4,4,3,5,4,3,4,4,4,4,3,4,4,4,3,1,4,2,4,2,1,3,3,46,1
3,4,3,4,2,4,3,4,3,4,4,4,4,4,3,4,4,4,3,2,3,3,4,4,3,3,3,4,3,4,4,2,3,3,2,2,2,3,2,4,3,2,4,2,4,2,4,3,4,29,1
4,1,5,5,4,4,4,4,4,5,5,4,4,4,5,3,5,4,1,4,5,1,5,5,4,4,4,5,4,5,4,4,5,4,4,3,2,5,4,4,3,1,3,2,5,2,3,4,5,67,1
4,1,4,4,4,4,3,5,4,4,4,4,4,4,5,4,5,5,99,4,5,1,4,4,3,4,4,5,5,4,4,4,3,4,5,3,2,5,4,5,2,1,3,2,5,2,3,4,4,49,2
4,2,3,5,4,5,5,5,4,4,4,4,4,4,4,4,5,4,1,4,99,1,5,4,4,3,4,5,5,4,4,4,2,3,4,2,2,3,2,3,3,2,3,2,4,2,4,2,4,44,1
4,2,3,3,5,4,5,5,3,4,4,3,4,5,4,3,4,4,2,4,5,2,4,4,5,3,4,4,4,4,3,4,2,2,2,3,3,5,2,4,4,1,3,1,4,1,4,3,4,41,1
5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,1,1,5,4,5,4,4,4,4,44,2
3,1,4,5,4,5,5,5,5,5,5,5,5,4,3,5,5,99,3,3,5,2,5,5,5,4,4,5,5,5,5,3,4,3,4,2,2,5,2,5,4,1,4,2,4,2,2,4,4,27,2
4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,2,4,4,1,4,5,4,4,4,4,4,5,3,4,4,4,4,3,2,5,5,4,2,1,4,4,4,4,3,4,4,57,2
5,2,4,4,5,3,4,4,4,4,4,5,5,3,5,4,5,4,2,4,5,3,4,5,5,3,4,4,4,5,4,4,3,4,4,3,3,5,4,4,3,2,3,3,4,2,3,3,4,40,1
3,1,5,4,4,5,4,5,4,4,3,5,4,4,5,3,4,5,1,5,4,2,4,4,3,3,4,5,4,4,3,2,1,1,3,1,5,2,1,1,3,1,1,1,1,1,1,5,4,40,2
3,3,3,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,2,3,5,3,5,4,3,4,4,5,2,5,4,4,2,4,4,2,4,5,2,5,2,1,3,1,3,1,1,2,2,44,1
4,1,4,4,4,5,5,5,5,4,5,4,3,5,4,2,4,4,99,5,4,1,4,4,2,4,3,4,4,4,1,2,5,4,4,2,5,4,1,4,4,1,3,1,4,1,1,1,2,32,2
4,2,3,3,3,4,5,5,4,4,3,5,4,3,3,4,4,4,2,4,99,2,3,4,2,3,4,4,4,5,4,4,3,3,3,3,3,3,2,3,4,1,3,1,3,1,2,3,4,47,1
3,1,4,5,5,4,3,3,4,5,5,3,4,1,2,99,3,4,1,4,5,2,4,4,3,4,4,5,5,3,4,2,2,1,4,3,3,4,4,5,2,1,3,4,5,4,3,3,1,33,2
4,1,4,4,5,4,4,4,4,4,4,4,3,4,5,4,4,4,1,4,4,1,4,4,5,4,4,4,5,5,4,4,5,4,3,3,2,4,4,4,2,1,3,3,4,2,1,4,4,44,1
4,1,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,1,4,4,2,4,3,4,3,4,4,3,4,3,4,4,4,4,3,2,5,4,4,2,1,4,3,4,3,3,3,4,51,1
4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,44,2
4,1,5,5,5,5,3,4,5,5,5,5,5,4,5,4,5,5,1,4,5,1,5,4,4,4,4,5,4,5,4,4,2,4,4,3,2,5,4,5,3,1,5,2,5,2,2,3,4,39,2
4,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,3,3,4,4,4,4,3,3,3,3,4,3,3,4,4,4,2,2,4,3,4,3,3,3,4,57,2
2,2,4,3,3,3,2,4,2,3,4,4,4,2,3,2,4,4,4,5,3,5,5,2,5,3,2,5,3,3,4,4,3,5,3,2,3,5,4,4,3,2,2,4,5,2,2,4,4,35,1
3,1,4,3,5,5,3,3,4,3,3,4,4,4,3,2,4,5,99,4,5,2,5,5,5,3,4,4,4,5,3,4,5,4,5,4,1,5,2,4,2,1,5,2,5,2,3,2,2,49,2
4,1,2,99,5,5,4,4,4,4,5,4,5,5,99,4,4,99,2,4,5,2,4,4,4,4,4,5,4,4,2,5,5,99,99,4,2,4,5,4,4,1,5,4,5,2,5,5,4,39,2
3,2,5,4,3,5,4,4,3,4,3,5,5,4,4,3,3,4,3,3,4,3,4,3,3,3,3,5,4,5,4,3,1,4,4,3,3,4,2,5,2,1,4,1,5,2,1,4,3,25,2
4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,3,4,3,4,2,2,5,1,4,2,2,2,5,37,1
4,2,5,4,4,5,2,4,99,3,4,4,5,4,4,4,4,4,1,4,5,1,5,4,5,4,4,4,5,4,3,4,3,1,4,3,3,4,3,4,4,3,5,1,5,2,4,3,4,36,1
2,2,5,4,4,5,4,4,5,3,5,4,4,3,5,3,4,4,3,3,5,3,4,3,4,3,4,5,5,5,4,5,3,5,4,4,2,5,5,5,3,2,4,3,5,2,2,5,4,43,1
3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,1,4,3,3,5,4,4,5,4,2,3,5,5,4,3,1,5,4,4,2,99,5,2,4,3,5,4,4,53,1
4,1,5,99,4,5,5,4,3,4,4,5,4,4,5,4,5,5,1,5,5,1,5,4,4,3,3,4,5,5,2,4,5,99,4,3,2,4,99,2,3,1,2,2,2,2,4,99,4,37,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,5,4,3,3,4,4,3,4,4,2,4,2,3,3,3,3,2,3,2,2,4,2,4,2,3,3,4,33,1
4,2,4,1,3,4,4,3,5,2,3,4,4,4,3,4,4,3,4,3,3,3,5,3,3,3,4,4,4,4,4,4,3,3,2,3,3,4,3,5,3,1,4,1,4,2,2,5,4,46,1
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,3,4,4,4,4,4,2,2,3,4,2,2,4,2,4,4,1,4,2,4,1,1,2,4,31,2
5,1,4,5,4,3,3,4,4,3,4,4,4,4,4,5,5,4,1,4,5,1,5,4,5,2,4,4,5,4,3,4,3,3,5,2,2,5,4,3,2,2,3,3,3,2,2,3,4,52,2
4,1,5,5,5,5,4,5,99,5,5,5,4,5,5,4,5,5,5,4,5,1,4,4,5,1,5,5,5,5,4,5,5,2,2,5,4,5,4,5,2,1,4,1,5,1,2,5,5,50,1
4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,5,5,2,5,4,5,5,5,2,5,5,4,5,5,5,4,1,1,2,5,5,5,1,5,1,5,3,1,4,5,29,1
5,1,4,4,3,5,4,5,5,4,5,4,4,5,4,3,5,5,1,4,5,1,5,4,4,4,4,5,3,5,4,4,5,4,5,3,1,5,5,4,2,3,4,2,4,2,1,4,4,34,2
3,1,4,5,5,4,99,4,4,5,5,4,4,4,5,3,5,4,1,3,5,1,4,4,3,3,4,5,4,5,99,3,4,2,4,2,4,5,4,4,3,4,2,2,4,2,3,3,3,31,2
4,2,4,3,4,2,3,4,4,4,4,5,4,5,4,4,4,5,4,4,4,3,4,3,4,4,3,4,4,4,3,4,2,3,4,3,2,5,4,4,1,4,3,1,5,2,1,4,3,32,2
4,2,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,1,4,3,2,3,3,3,4,4,2,4,2,2,3,3,3,3,2,3,4,1,3,1,3,1,3,3,4,37,1
3,2,4,4,5,4,4,4,5,5,5,5,4,4,4,4,4,4,2,4,5,2,5,4,4,4,5,5,4,5,4,5,4,4,3,4,2,4,4,4,3,2,4,2,4,4,3,3,4,53,2
2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,3,4,4,4,3,3,4,3,4,3,4,4,3,3,3,2,4,2,4,3,2,4,2,4,2,2,3,2,31,2
5,1,5,5,5,99,5,1,99,99,5,99,99,5,99,5,99,5,1,5,99,2,5,3,5,99,5,99,99,5,5,5,5,99,3,99,2,5,4,5,2,2,5,5,5,3,3,5,5,71,1
3,5,3,4,3,5,2,5,5,5,5,5,3,5,4,2,3,4,2,4,4,3,5,3,4,3,4,5,4,4,3,4,3,2,3,2,3,4,4,4,4,1,4,1,4,1,2,3,5,51,1
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,4,4,4,4,4,4,4,3,2,3,4,3,2,5,4,4,2,2,4,3,5,4,4,4,4,45,1
4,2,5,4,4,4,3,3,3,5,4,4,4,5,5,3,5,4,3,3,4,4,4,4,3,3,4,5,5,5,4,5,3,3,4,3,3,4,3,5,3,2,4,1,4,1,1,4,2,34,2
4,2,4,4,4,4,3,4,2,4,5,4,4,3,4,4,4,3,1,4,4,1,4,3,4,3,3,4,5,5,3,4,4,3,4,99,3,4,4,99,2,99,4,2,4,99,4,3,99,39,1
3,1,4,4,5,3,3,3,4,4,4,5,3,5,5,3,5,4,2,4,4,3,3,3,3,3,4,5,4,4,5,4,1,3,3,1,3,4,2,3,3,1,4,1,4,1,3,3,2,50,2
4,2,2,4,3,4,4,3,3,3,4,3,3,3,4,3,3,5,2,2,4,2,3,4,4,3,3,4,4,3,2,2,2,2,2,4,2,4,5,3,3,1,2,1,3,1,4,2,3,42,1
4,1,5,5,4,5,3,5,4,5,5,5,5,5,4,5,5,5,2,5,5,2,5,4,5,5,4,5,4,5,4,4,4,4,5,2,2,5,5,4,3,2,4,2,5,2,4,5,3,36,2
3,1,4,5,4,5,5,4,4,4,5,4,5,5,5,4,4,4,2,4,5,3,4,4,4,4,3,99,99,4,4,4,5,3,4,3,2,5,5,5,2,2,4,3,5,2,2,4,5,46,2
4,2,4,4,2,4,2,5,4,4,4,4,2,5,4,4,4,2,2,4,4,1,4,5,5,2,4,4,4,5,2,4,2,4,4,1,4,4,2,4,2,1,2,1,4,1,4,2,2,48,2
1,3,3,1,3,3,1,3,2,1,2,1,3,3,2,2,2,2,3,3,3,5,2,1,3,2,2,3,2,3,2,2,4,2,2,2,4,3,2,1,3,1,2,1,2,1,4,1,1,33,1
5,1,99,5,5,5,5,99,5,5,5,5,5,5,5,5,5,5,2,1,99,1,5,5,5,3,5,5,5,5,3,3,5,5,4,3,1,4,4,5,2,1,4,4,5,3,2,3,4,67,1
4,1,4,4,4,4,3,4,2,4,5,4,5,5,5,2,4,5,1,4,4,2,4,4,5,2,3,5,4,4,2,4,4,2,4,1,4,5,4,5,4,2,2,2,4,1,2,2,4,28,2
3,1,4,99,99,3,1,3,3,1,3,2,3,2,4,5,2,3,2,2,3,3,2,4,1,4,3,99,3,4,99,99,99,2,1,1,5,99,1,4,2,1,2,1,3,1,4,99,99,40,2
4,4,4,4,5,4,3,4,5,4,5,4,5,5,4,4,3,4,2,4,4,2,4,4,4,3,4,4,5,4,5,5,5,5,4,3,2,5,3,4,2,1,4,3,4,2,2,4,5,49,1
2,1,4,3,5,3,3,4,3,4,4,4,3,3,4,5,4,5,1,3,4,3,4,4,4,2,5,5,4,5,3,3,3,3,5,3,3,4,3,4,2,99,4,2,4,2,1,3,4,48,1
4,2,5,5,4,4,2,3,4,4,4,4,4,4,5,3,4,5,2,5,4,2,4,4,4,4,4,4,4,4,3,4,5,3,4,2,3,5,4,4,4,1,3,3,5,1,4,3,2,29,2
3,3,5,5,5,5,4,5,5,4,5,5,4,5,5,4,4,5,3,3,4,3,4,5,5,4,4,5,4,5,4,5,2,3,5,4,4,5,5,4,5,3,5,3,5,3,5,3,3,60,2
4,2,5,4,4,4,4,3,3,4,4,4,3,5,4,4,4,3,2,5,4,2,4,4,4,4,3,4,5,5,3,4,3,3,4,3,3,5,4,3,2,2,4,4,4,3,2,3,4,52,2
4,3,5,4,4,4,2,3,3,4,4,3,4,5,4,4,4,4,1,5,4,1,4,2,4,3,4,5,5,4,3,3,1,4,3,3,4,3,4,3,3,1,3,1,4,1,3,3,1,38,2
4,2,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,2,4,4,4,4,4,4,4,4,3,4,3,4,3,3,2,5,4,3,2,3,4,2,4,4,2,3,4,68,1
2,2,4,3,3,3,3,3,4,3,3,5,3,2,4,4,3,4,2,3,4,2,5,3,3,4,4,5,3,5,2,4,2,4,4,3,2,4,4,5,2,1,3,2,5,2,4,4,4,43,1
3,3,5,5,4,5,4,5,4,4,5,4,4,5,5,3,4,4,99,4,5,3,4,4,4,3,3,4,5,4,3,5,2,5,4,2,2,5,5,4,1,1,4,2,5,1,4,4,2,51,2
3,5,5,5,5,5,5,4,5,3,5,4,4,4,5,4,4,4,99,4,5,2,4,4,3,4,4,5,5,4,3,5,5,3,5,3,2,5,3,5,3,1,5,5,5,5,4,4,4,28,2
4,1,5,4,5,4,4,5,4,5,4,5,5,5,4,4,4,4,2,4,5,2,5,5,4,5,4,5,5,5,5,3,3,4,3,5,3,5,3,5,2,2,5,2,5,2,3,4,4,43,2
4,1,5,4,4,5,3,4,3,4,1,4,4,4,4,4,4,4,1,4,5,1,4,3,3,3,3,5,5,4,3,3,3,4,4,3,3,5,4,5,4,1,5,4,4,3,1,3,3,50,2
4,2,3,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,2,4,5,2,4,4,4,3,3,4,4,4,3,4,4,3,4,3,2,5,4,4,3,1,3,2,3,2,2,4,4,51,2
4,2,5,5,4,4,4,5,4,3,5,5,3,4,5,4,4,4,1,5,5,2,5,4,4,4,5,4,5,4,3,4,4,3,3,3,3,4,4,4,3,1,3,1,3,2,2,3,3,42,2
4,2,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,2,4,5,1,5,4,4,3,4,5,5,4,3,4,3,4,4,3,2,4,3,3,2,2,4,2,4,3,3,3,4,49,1
2,4,4,2,4,5,4,2,4,4,3,4,3,4,2,2,2,4,2,4,4,2,4,4,3,2,4,5,4,4,2,2,2,3,3,2,3,4,4,4,3,1,2,2,4,1,2,2,4,39,2
4,1,4,4,5,5,4,3,4,5,4,5,5,4,4,4,5,4,3,4,5,2,5,5,4,3,4,5,4,5,4,5,2,3,2,2,4,3,2,2,4,2,4,3,4,3,3,2,5,35,1
4,1,4,5,5,5,5,4,5,5,5,4,4,2,5,4,5,4,1,4,5,2,4,5,5,5,5,5,5,5,4,4,5,4,2,1,1,4,5,5,1,1,5,4,5,4,2,4,4,43,1
3,3,4,4,3,3,4,4,2,3,2,3,3,4,3,4,3,4,4,2,4,4,3,4,2,4,3,4,2,3,2,2,3,3,2,2,4,2,2,2,3,2,3,1,3,1,2,2,2,27,1
4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,99,5,5,1,5,5,5,4,5,5,4,5,5,4,5,5,5,1,5,5,5,5,1,1,5,1,5,1,2,5,4,43,1
5,2,3,4,3,3,4,4,4,4,4,3,5,5,3,4,4,2,99,4,2,4,2,2,2,5,4,2,4,5,5,4,3,4,5,4,2,4,3,2,2,3,3,4,4,1,3,2,4,56,2
4,1,5,5,4,99,5,5,4,4,5,4,5,4,4,4,5,3,2,5,4,2,4,3,4,4,4,5,99,5,5,5,5,3,4,2,4,4,5,5,3,2,5,1,5,2,1,2,2,31,2
4,2,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,2,3,4,4,3,4,5,4,4,3,5,2,3,4,3,4,5,3,4,2,1,4,1,4,1,1,2,2,45,2
4,1,4,4,4,2,4,4,3,5,4,3,4,4,4,4,3,4,1,4,4,2,4,3,4,2,3,5,5,4,4,4,2,3,3,3,3,4,99,3,4,1,4,3,5,2,1,4,2,34,1
